token,exchange,symbol
89553,NSE_FO,HDFCBANK
89554,NSE_FO,HDFCBANK
89555,NSE_FO,HDFCBANK
89556,NSE_FO,HDFCBANK
89557,NSE_FO,HDFCBANK
89558,NSE_FO,HDFCBANK
89559,NSE_FO,HDFCBANK
89560,NSE_FO,HDFCBANK
89561,NSE_FO,HDFCBANK
89562,NSE_FO,HDFCBANK
89563,NSE_FO,HDFCBANK
89564,NSE_FO,HDFCBANK
89565,NSE_FO,HDFCBANK
89566,NSE_FO,HDFCBANK
89567,NSE_FO,HDFCBANK
89568,NSE_FO,HDFCBANK
89569,NSE_FO,HDFCBANK
89570,NSE_FO,HDFCBANK
89571,NSE_FO,HDFCBANK
89572,NSE_FO,HDFCBANK
89573,NSE_FO,HDFCBANK
89574,NSE_FO,HDFCBANK
89575,NSE_FO,HDFCBANK
89576,NSE_FO,HDFCBANK
89577,NSE_FO,HDFCBANK
89578,NSE_FO,HDFCBANK
89579,NSE_FO,HDFCBANK
89580,NSE_FO,HDFCBANK
89581,NSE_FO,HDFCBANK
89582,NSE_FO,HDFCBANK
89583,NSE_FO,HDFCBANK
89584,NSE_FO,HDFCBANK
89585,NSE_FO,HDFCBANK
89586,NSE_FO,HDFCBANK
89587,NSE_FO,NIFTY
89588,NSE_FO,NIFTY
89589,NSE_FO,NIFTY
89590,NSE_FO,HDFCBANK
89591,NSE_FO,HDFCBANK
89592,NSE_FO,HDFCBANK
89593,NSE_FO,HDFCBANK
89594,NSE_FO,HAVELLS
89595,NSE_FO,HAVELLS
89596,NSE_FO,HAVELLS
89597,NSE_FO,HAVELLS
89600,NSE_FO,HDFCBANK
89601,NSE_FO,NIFTY
89602,NSE_FO,NIFTY
89603,NSE_FO,NIFTY
89604,NSE_FO,NIFTY
89605,NSE_FO,NIFTY
89606,NSE_FO,NIFTY
89607,NSE_FO,NIFTY
89608,NSE_FO,NIFTY
89609,NSE_FO,NIFTY
89610,NSE_FO,NIFTY
89611,NSE_FO,NIFTY
89612,NSE_FO,NIFTY
89613,NSE_FO,NIFTY
89614,NSE_FO,NIFTY
89615,NSE_FO,NIFTY
89616,NSE_FO,NIFTY
826412,BSE_FO,SENSEX
89617,NSE_FO,HDFCBANK
827208,BSE_FO,SENSEX
89618,NSE_FO,HDFCBANK
89619,NSE_FO,HDFCLIFE
89620,NSE_FO,HAVELLS
89621,NSE_FO,HAVELLS
89623,NSE_FO,NIFTY
89624,NSE_FO,NIFTY
89625,NSE_FO,NIFTY
89626,NSE_FO,NIFTY
89627,NSE_FO,NIFTY
89628,NSE_FO,NIFTY
89629,NSE_FO,NIFTY
89630,NSE_FO,NIFTY
89631,NSE_FO,NIFTY
89632,NSE_FO,NIFTY
89633,NSE_FO,NIFTY
89634,NSE_FO,NIFTY
89635,NSE_FO,NIFTY
89636,NSE_FO,NIFTY
89637,NSE_FO,NIFTY
89638,NSE_FO,NIFTY
89639,NSE_FO,NIFTY
89640,NSE_FO,NIFTY
89641,NSE_FO,NIFTY
89642,NSE_FO,NIFTY
89643,NSE_FO,NIFTY
89644,NSE_FO,NIFTY
89645,NSE_FO,NIFTY
89646,NSE_FO,NIFTY
89647,NSE_FO,NIFTY
89648,NSE_FO,NIFTY
89649,NSE_FO,NIFTY
89650,NSE_FO,NIFTY
89651,NSE_FO,NIFTY
89652,NSE_FO,NIFTY
89653,NSE_FO,NIFTY
89654,NSE_FO,NIFTY
89655,NSE_FO,NIFTY
89656,NSE_FO,NIFTY
89657,NSE_FO,NIFTY
89658,NSE_FO,NIFTY
89659,NSE_FO,NIFTY
89661,NSE_FO,HDFCLIFE
89662,NSE_FO,HAVELLS
89663,NSE_FO,HAVELLS
89664,NSE_FO,NIFTY
89665,NSE_FO,NIFTY
89666,NSE_FO,HAVELLS
89669,NSE_FO,HDFCLIFE
89675,NSE_FO,HAVELLS
89676,NSE_FO,HAVELLS
89690,NSE_FO,HAVELLS
89691,NSE_FO,HAVELLS
89692,NSE_FO,HAVELLS
89693,NSE_FO,HAVELLS
89695,NSE_FO,HAVELLS
89696,NSE_FO,HAVELLS
89697,NSE_FO,HAVELLS
89698,NSE_FO,HAVELLS
89701,NSE_FO,HAVELLS
89702,NSE_FO,HAVELLS
89703,NSE_FO,HAVELLS
89704,NSE_FO,HAVELLS
89705,NSE_FO,HAVELLS
89706,NSE_FO,HAVELLS
89707,NSE_FO,HAVELLS
89708,NSE_FO,HAVELLS
89709,NSE_FO,HAVELLS
89710,NSE_FO,HAVELLS
89711,NSE_FO,HAVELLS
89712,NSE_FO,HAVELLS
89713,NSE_FO,HAVELLS
89714,NSE_FO,HAVELLS
89716,NSE_FO,HAVELLS
89717,NSE_FO,HAVELLS
89718,NSE_FO,HDFCLIFE
89719,NSE_FO,HAVELLS
89720,NSE_FO,HDFCLIFE
89721,NSE_FO,HDFCLIFE
89722,NSE_FO,HAVELLS
89723,NSE_FO,HDFCLIFE
89724,NSE_FO,HDFCLIFE
89725,NSE_FO,HDFCLIFE
89726,NSE_FO,HDFCLIFE
89727,NSE_FO,HDFCLIFE
89728,NSE_FO,HDFCLIFE
89729,NSE_FO,HDFCLIFE
89730,NSE_FO,HDFCLIFE
89731,NSE_FO,HDFCLIFE
89732,NSE_FO,HDFCLIFE
89733,NSE_FO,HDFCLIFE
89734,NSE_FO,HAVELLS
89735,NSE_FO,HAVELLS
89736,NSE_FO,HAVELLS
89737,NSE_FO,HAVELLS
89738,NSE_FO,HDFCLIFE
89739,NSE_FO,HDFCLIFE
89740,NSE_FO,HDFCLIFE
847387,BSE_FO,GLENMARK
89741,NSE_FO,HAVELLS
89742,NSE_FO,HAVELLS
89743,NSE_FO,HAVELLS
89744,NSE_FO,HAVELLS
89745,NSE_FO,HAVELLS
89746,NSE_FO,HAVELLS
89747,NSE_FO,HAVELLS
89748,NSE_FO,HDFCLIFE
89749,NSE_FO,HAVELLS
89750,NSE_FO,HAVELLS
89751,NSE_FO,HDFCLIFE
89752,NSE_FO,HDFCLIFE
89753,NSE_FO,HDFCLIFE
89754,NSE_FO,HDFCLIFE
89755,NSE_FO,HDFCLIFE
89756,NSE_FO,HAVELLS
89757,NSE_FO,HAVELLS
89758,NSE_FO,HAVELLS
89759,NSE_FO,HAVELLS
89760,NSE_FO,HDFCLIFE
89761,NSE_FO,CROMPTON
89762,NSE_FO,CROMPTON
89763,NSE_FO,HAVELLS
89764,NSE_FO,HAVELLS
89765,NSE_FO,CROMPTON
89766,NSE_FO,CROMPTON
89767,NSE_FO,CROMPTON
89768,NSE_FO,CROMPTON
89771,NSE_FO,CROMPTON
89772,NSE_FO,CROMPTON
89773,NSE_FO,HDFCLIFE
826773,BSE_FO,SENSEX
827095,BSE_FO,SENSEX
826835,BSE_FO,SENSEX
826588,BSE_FO,SENSEX
826898,BSE_FO,SENSEX
826647,BSE_FO,SENSEX
826968,BSE_FO,SENSEX
826712,BSE_FO,SENSEX
827041,BSE_FO,SENSEX
826784,BSE_FO,SENSEX
827390,BSE_FO,SENSEX
827131,BSE_FO,SENSEX
827467,BSE_FO,SENSEX
827199,BSE_FO,SENSEX
826468,BSE_FO,SENSEX
827264,BSE_FO,SENSEX
89774,NSE_FO,HDFCLIFE
89775,NSE_FO,CROMPTON
89776,NSE_FO,CROMPTON
89777,NSE_FO,CROMPTON
89778,NSE_FO,CROMPTON
89779,NSE_FO,CROMPTON
89780,NSE_FO,CROMPTON
89781,NSE_FO,CROMPTON
89782,NSE_FO,CROMPTON
89783,NSE_FO,CROMPTON
89784,NSE_FO,CROMPTON
89785,NSE_FO,CROMPTON
89786,NSE_FO,CROMPTON
89787,NSE_FO,CROMPTON
89788,NSE_FO,CROMPTON
89789,NSE_FO,CROMPTON
89790,NSE_FO,CROMPTON
89791,NSE_FO,CROMPTON
89792,NSE_FO,CROMPTON
89793,NSE_FO,CROMPTON
89794,NSE_FO,CROMPTON
89795,NSE_FO,CROMPTON
89796,NSE_FO,CROMPTON
89797,NSE_FO,CROMPTON
89798,NSE_FO,CROMPTON
89799,NSE_FO,CROMPTON
89800,NSE_FO,CROMPTON
89801,NSE_FO,CROMPTON
89802,NSE_FO,CROMPTON
89803,NSE_FO,CROMPTON
89804,NSE_FO,CROMPTON
89805,NSE_FO,CROMPTON
89806,NSE_FO,CROMPTON
89807,NSE_FO,CROMPTON
89808,NSE_FO,CROMPTON
89811,NSE_FO,CROMPTON
89812,NSE_FO,CROMPTON
89817,NSE_FO,HDFCLIFE
89818,NSE_FO,HDFCLIFE
89819,NSE_FO,HDFCLIFE
89820,NSE_FO,HDFCLIFE
89821,NSE_FO,HDFCLIFE
89822,NSE_FO,HDFCLIFE
89823,NSE_FO,HDFCLIFE
89824,NSE_FO,HDFCLIFE
89825,NSE_FO,HDFCLIFE
89826,NSE_FO,HDFCLIFE
89827,NSE_FO,HDFCLIFE
89828,NSE_FO,HDFCLIFE
89829,NSE_FO,HDFCLIFE
89830,NSE_FO,HDFCLIFE
89833,NSE_FO,HCLTECH
89834,NSE_FO,HDFCLIFE
89835,NSE_FO,HDFCLIFE
89836,NSE_FO,HCLTECH
89837,NSE_FO,HCLTECH
89838,NSE_FO,HCLTECH
89839,NSE_FO,HCLTECH
89840,NSE_FO,HCLTECH
89841,NSE_FO,HCLTECH
89842,NSE_FO,HCLTECH
89843,NSE_FO,HCLTECH
89844,NSE_FO,HCLTECH
89845,NSE_FO,HCLTECH
89846,NSE_FO,HCLTECH
89847,NSE_FO,HCLTECH
89848,NSE_FO,HCLTECH
89849,NSE_FO,HCLTECH
89850,NSE_FO,HCLTECH
89851,NSE_FO,HDFCLIFE
89852,NSE_FO,HCLTECH
89853,NSE_FO,HCLTECH
827011,BSE_FO,SENSEX
89854,NSE_FO,HDFCLIFE
827325,BSE_FO,SENSEX
827076,BSE_FO,SENSEX
827404,BSE_FO,SENSEX
826958,BSE_FO,SENSEX
89855,NSE_FO,HCLTECH
826705,BSE_FO,SENSEX
827031,BSE_FO,SENSEX
826774,BSE_FO,SENSEX
89856,NSE_FO,HCLTECH
89857,NSE_FO,HCLTECH
89858,NSE_FO,HCLTECH
826511,BSE_FO,SENSEX
89859,NSE_FO,HCLTECH
89860,NSE_FO,HCLTECH
89861,NSE_FO,HCLTECH
89862,NSE_FO,HCLTECH
89863,NSE_FO,HCLTECH
89864,NSE_FO,HCLTECH
89865,NSE_FO,HCLTECH
89866,NSE_FO,HCLTECH
89867,NSE_FO,HCLTECH
89868,NSE_FO,HCLTECH
89869,NSE_FO,HCLTECH
89874,NSE_FO,HDFCLIFE
89875,NSE_FO,HDFCLIFE
89883,NSE_FO,HDFCLIFE
89919,NSE_FO,HDFCLIFE
89920,NSE_FO,HDFCLIFE
89921,NSE_FO,HDFCLIFE
89922,NSE_FO,HDFCLIFE
89923,NSE_FO,HDFCLIFE
89924,NSE_FO,HDFCLIFE
89925,NSE_FO,HDFCLIFE
89926,NSE_FO,HDFCLIFE
89927,NSE_FO,HDFCLIFE
89928,NSE_FO,HDFCLIFE
89942,NSE_FO,HDFCLIFE
89943,NSE_FO,HDFCLIFE
89945,NSE_FO,HDFCLIFE
89946,NSE_FO,HDFCLIFE
89958,NSE_FO,HCLTECH
89959,NSE_FO,HDFCLIFE
89960,NSE_FO,HDFCLIFE
89961,NSE_FO,HDFCLIFE
826836,BSE_FO,SENSEX
826589,BSE_FO,SENSEX
826900,BSE_FO,SENSEX
89973,NSE_FO,CUMMINSIND
89974,NSE_FO,CUMMINSIND
89975,NSE_FO,HCLTECH
89976,NSE_FO,HCLTECH
89977,NSE_FO,CUMMINSIND
89978,NSE_FO,CUMMINSIND
89979,NSE_FO,CUMMINSIND
89980,NSE_FO,CUMMINSIND
89981,NSE_FO,CUMMINSIND
89982,NSE_FO,HCLTECH
89983,NSE_FO,HCLTECH
826648,BSE_FO,SENSEX
826969,BSE_FO,SENSEX
826534,BSE_FO,SENSEX
827316,BSE_FO,SENSEX
827070,BSE_FO,SENSEX
827391,BSE_FO,SENSEX
827133,BSE_FO,SENSEX
827468,BSE_FO,SENSEX
827200,BSE_FO,SENSEX
35004,NSE_FO,BANKNIFTY
826469,BSE_FO,SENSEX
827265,BSE_FO,SENSEX
827012,BSE_FO,SENSEX
89984,NSE_FO,HCLTECH
89985,NSE_FO,HCLTECH
89986,NSE_FO,HCLTECH
89987,NSE_FO,HCLTECH
89988,NSE_FO,HCLTECH
826581,BSE_FO,SENSEX
826888,BSE_FO,SENSEX
830165,BSE_FO,SENSEX
830332,BSE_FO,SENSEX
830193,BSE_FO,SENSEX
830366,BSE_FO,SENSEX
830221,BSE_FO,SENSEX
89989,NSE_FO,HCLTECH
830092,BSE_FO,SENSEX
830921,BSE_FO,SENSEX
830743,BSE_FO,SENSEX
831598,BSE_FO,SENSEX
89990,NSE_FO,HCLTECH
843341,BSE_FO,SENSEX
843163,BSE_FO,SENSEX
843381,BSE_FO,SENSEX
843914,BSE_FO,SENSEX
844435,BSE_FO,SENSEX
843950,BSE_FO,SENSEX
844474,BSE_FO,SENSEX
89991,NSE_FO,HCLTECH
90012,NSE_FO,HCLTECH
90013,NSE_FO,HCLTECH
844003,BSE_FO,SENSEX
844503,BSE_FO,SENSEX
844235,BSE_FO,SENSEX
844445,BSE_FO,SENSEX
844285,BSE_FO,SENSEX
844109,BSE_FO,SENSEX
845827,BSE_FO,SENSEX
845433,BSE_FO,SENSEX
845918,BSE_FO,SENSEX
90014,NSE_FO,HCLTECH
90015,NSE_FO,HCLTECH
90016,NSE_FO,HCLTECH
90017,NSE_FO,HCLTECH
90018,NSE_FO,HCLTECH
90019,NSE_FO,HCLTECH
90020,NSE_FO,HCLTECH
90021,NSE_FO,HCLTECH
90022,NSE_FO,HCLTECH
90023,NSE_FO,HCLTECH
90024,NSE_FO,HCLTECH
90025,NSE_FO,HCLTECH
90026,NSE_FO,HCLTECH
90027,NSE_FO,HCLTECH
90028,NSE_FO,HCLTECH
90030,NSE_FO,HCLTECH
90031,NSE_FO,HCLTECH
90032,NSE_FO,HCLTECH
90033,NSE_FO,HCLTECH
90034,NSE_FO,HCLTECH
864443,BSE_FO,SENSEX
90035,NSE_FO,HCLTECH
864304,BSE_FO,SENSEX
864470,BSE_FO,SENSEX
864332,BSE_FO,SENSEX
863960,BSE_FO,SENSEX
864371,BSE_FO,SENSEX
863657,BSE_FO,SENSEX
863130,BSE_FO,SENSEX
90036,NSE_FO,HCLTECH
90037,NSE_FO,HCLTECH
90038,NSE_FO,HCLTECH
90043,NSE_FO,HCLTECH
90044,NSE_FO,HCLTECH
828632,BSE_FO,SENSEX
828515,BSE_FO,SENSEX
828657,BSE_FO,SENSEX
828541,BSE_FO,SENSEX
828691,BSE_FO,SENSEX
828572,BSE_FO,SENSEX
827595,BSE_FO,SENSEX
827557,BSE_FO,SENSEX
827673,BSE_FO,SENSEX
827147,BSE_FO,SENSEX
826419,BSE_FO,SENSEX
827216,BSE_FO,SENSEX
826482,BSE_FO,SENSEX
827279,BSE_FO,SENSEX
826560,BSE_FO,SENSEX
35005,NSE_FO,BANKNIFTY
90067,NSE_FO,HCLTECH
827345,BSE_FO,SENSEX
827093,BSE_FO,SENSEX
90068,NSE_FO,HCLTECH
90069,NSE_FO,HCLTECH
90070,NSE_FO,HCLTECH
90071,NSE_FO,HCLTECH
90072,NSE_FO,HCLTECH
90073,NSE_FO,HDFCLIFE
90074,NSE_FO,HDFCLIFE
90075,NSE_FO,HDFCLIFE
90076,NSE_FO,HDFCLIFE
90077,NSE_FO,HDFCLIFE
90078,NSE_FO,HDFCLIFE
90079,NSE_FO,HCLTECH
90080,NSE_FO,HCLTECH
90081,NSE_FO,HDFCLIFE
90082,NSE_FO,HDFCLIFE
90083,NSE_FO,HDFCLIFE
90084,NSE_FO,HDFCLIFE
90085,NSE_FO,HDFCLIFE
90086,NSE_FO,HDFCLIFE
90087,NSE_FO,HDFCLIFE
90088,NSE_FO,HDFCLIFE
90089,NSE_FO,CUMMINSIND
90090,NSE_FO,CUMMINSIND
90091,NSE_FO,HCLTECH
90092,NSE_FO,HCLTECH
90093,NSE_FO,HCLTECH
90094,NSE_FO,HCLTECH
827425,BSE_FO,SENSEX
826977,BSE_FO,SENSEX
826722,BSE_FO,SENSEX
827047,BSE_FO,SENSEX
90095,NSE_FO,HCLTECH
90096,NSE_FO,HCLTECH
90097,NSE_FO,HCLTECH
826794,BSE_FO,SENSEX
90098,NSE_FO,CUMMINSIND
90099,NSE_FO,CUMMINSIND
90100,NSE_FO,CUMMINSIND
90101,NSE_FO,CUMMINSIND
90102,NSE_FO,CUMMINSIND
90103,NSE_FO,HDFCLIFE
90104,NSE_FO,HDFCLIFE
827107,BSE_FO,SENSEX
90105,NSE_FO,HDFCLIFE
826850,BSE_FO,SENSEX
90106,NSE_FO,HDFCLIFE
826602,BSE_FO,SENSEX
826917,BSE_FO,SENSEX
90107,NSE_FO,HDFCLIFE
826664,BSE_FO,SENSEX
826985,BSE_FO,SENSEX
826552,BSE_FO,SENSEX
827336,BSE_FO,SENSEX
90108,NSE_FO,HDFCLIFE
90109,NSE_FO,HDFCLIFE
90110,NSE_FO,HDFCLIFE
90111,NSE_FO,CUMMINSIND
827084,BSE_FO,SENSEX
827413,BSE_FO,SENSEX
827149,BSE_FO,SENSEX
826420,BSE_FO,SENSEX
90112,NSE_FO,CUMMINSIND
827217,BSE_FO,SENSEX
826484,BSE_FO,SENSEX
827281,BSE_FO,SENSEX
90113,NSE_FO,HCLTECH
90114,NSE_FO,HCLTECH
90115,NSE_FO,HCLTECH
90116,NSE_FO,HCLTECH
827030,BSE_FO,SENSEX
90127,NSE_FO,CUMMINSIND
90128,NSE_FO,CUMMINSIND
90129,NSE_FO,CUMMINSIND
90130,NSE_FO,CUMMINSIND
90131,NSE_FO,CUMMINSIND
90132,NSE_FO,CUMMINSIND
90133,NSE_FO,CUMMINSIND
90134,NSE_FO,CUMMINSIND
90135,NSE_FO,CUMMINSIND
90136,NSE_FO,CUMMINSIND
90137,NSE_FO,CUMMINSIND
90138,NSE_FO,CUMMINSIND
90139,NSE_FO,CUMMINSIND
90140,NSE_FO,CUMMINSIND
90141,NSE_FO,CUMMINSIND
90158,NSE_FO,CUMMINSIND
90159,NSE_FO,HDFCLIFE
90160,NSE_FO,HDFCLIFE
90161,NSE_FO,CUMMINSIND
90162,NSE_FO,CUMMINSIND
90163,NSE_FO,CUMMINSIND
90164,NSE_FO,CUMMINSIND
90165,NSE_FO,CUMMINSIND
90166,NSE_FO,CUMMINSIND
90167,NSE_FO,CUMMINSIND
90168,NSE_FO,CUMMINSIND
90169,NSE_FO,CUMMINSIND
826596,BSE_FO,SENSEX
826909,BSE_FO,SENSEX
826656,BSE_FO,SENSEX
826978,BSE_FO,SENSEX
90170,NSE_FO,CUMMINSIND
826724,BSE_FO,SENSEX
827049,BSE_FO,SENSEX
826795,BSE_FO,SENSEX
826533,BSE_FO,SENSEX
90193,NSE_FO,HCLTECH
826852,BSE_FO,SENSEX
826603,BSE_FO,SENSEX
827211,BSE_FO,SENSEX
826478,BSE_FO,SENSEX
827274,BSE_FO,SENSEX
848023,BSE_FO,GLENMARK
847952,BSE_FO,GLENMARK
848036,BSE_FO,GLENMARK
848101,BSE_FO,GLENMARK
848805,BSE_FO,GLENMARK
848647,BSE_FO,GLENMARK
856423,BSE_FO,GLENMARK
855833,BSE_FO,GLENMARK
855887,BSE_FO,GLENMARK
855922,BSE_FO,GLENMARK
856301,BSE_FO,GLENMARK
856335,BSE_FO,GLENMARK
856376,BSE_FO,GLENMARK
90194,NSE_FO,HDFCLIFE
90195,NSE_FO,HDFCLIFE
90196,NSE_FO,HDFCLIFE
90197,NSE_FO,HDFCLIFE
90198,NSE_FO,HDFCLIFE
18967,NSE_EQ,KAPSTON
90199,NSE_FO,HDFCLIFE
90211,NSE_FO,HDFCLIFE
90212,NSE_FO,HDFCLIFE
90213,NSE_FO,HDFCLIFE
90214,NSE_FO,HDFCLIFE
90216,NSE_FO,HDFCLIFE
90218,NSE_FO,HDFCLIFE
90226,NSE_FO,HDFCLIFE
90230,NSE_FO,HDFCLIFE
90231,NSE_FO,HDFCLIFE
90239,NSE_FO,HDFCLIFE
90242,NSE_FO,HDFCLIFE
90243,NSE_FO,HDFCLIFE
90244,NSE_FO,HDFCLIFE
90245,NSE_FO,CYIENT
90246,NSE_FO,CYIENT
90247,NSE_FO,CYIENT
90248,NSE_FO,CYIENT
90249,NSE_FO,CYIENT
90250,NSE_FO,CYIENT
90251,NSE_FO,CYIENT
856673,BSE_FO,GLENMARK
90252,NSE_FO,CYIENT
826553,BSE_FO,SENSEX
827086,BSE_FO,SENSEX
827415,BSE_FO,SENSEX
827151,BSE_FO,SENSEX
90253,NSE_FO,CYIENT
90254,NSE_FO,CYIENT
90255,NSE_FO,CYIENT
90256,NSE_FO,CYIENT
90257,NSE_FO,CYIENT
90258,NSE_FO,CYIENT
90259,NSE_FO,HDFCLIFE
90260,NSE_FO,CYIENT
90261,NSE_FO,CYIENT
90262,NSE_FO,CYIENT
90263,NSE_FO,CYIENT
90264,NSE_FO,CYIENT
90265,NSE_FO,CYIENT
90266,NSE_FO,HDFCLIFE
90267,NSE_FO,HDFCLIFE
90268,NSE_FO,HDFCLIFE
90269,NSE_FO,CYIENT
90270,NSE_FO,HEROMOTOCO
35007,NSE_FO,BANKNIFTY
826421,BSE_FO,SENSEX
827218,BSE_FO,SENSEX
826788,BSE_FO,SENSEX
827103,BSE_FO,SENSEX
826844,BSE_FO,SENSEX
826598,BSE_FO,SENSEX
826910,BSE_FO,SENSEX
826658,BSE_FO,SENSEX
826979,BSE_FO,SENSEX
826725,BSE_FO,SENSEX
826459,BSE_FO,SENSEX
826796,BSE_FO,SENSEX
826577,BSE_FO,SENSEX
827359,BSE_FO,SENSEX
826639,BSE_FO,SENSEX
827440,BSE_FO,SENSEX
826704,BSE_FO,SENSEX
826442,BSE_FO,SENSEX
827236,BSE_FO,SENSEX
826510,BSE_FO,SENSEX
827299,BSE_FO,SENSEX
826587,BSE_FO,SENSEX
827188,BSE_FO,SENSEX
826931,BSE_FO,SENSEX
827255,BSE_FO,SENSEX
827002,BSE_FO,SENSEX
826744,BSE_FO,SENSEX
827068,BSE_FO,SENSEX
826814,BSE_FO,SENSEX
827130,BSE_FO,SENSEX
826869,BSE_FO,SENSEX
826618,BSE_FO,SENSEX
826763,BSE_FO,SENSEX
826499,BSE_FO,SENSEX
827292,BSE_FO,SENSEX
826578,BSE_FO,SENSEX
827361,BSE_FO,SENSEX
826640,BSE_FO,SENSEX
827442,BSE_FO,SENSEX
827171,BSE_FO,SENSEX
826443,BSE_FO,SENSEX
827237,BSE_FO,SENSEX
826805,BSE_FO,SENSEX
827119,BSE_FO,SENSEX
826862,BSE_FO,SENSEX
827189,BSE_FO,SENSEX
826932,BSE_FO,SENSEX
826677,BSE_FO,SENSEX
827004,BSE_FO,SENSEX
826746,BSE_FO,SENSEX
827069,BSE_FO,SENSEX
826815,BSE_FO,SENSEX
827428,BSE_FO,SENSEX
826693,BSE_FO,SENSEX
826433,BSE_FO,SENSEX
827230,BSE_FO,SENSEX
826500,BSE_FO,SENSEX
827294,BSE_FO,SENSEX
826579,BSE_FO,SENSEX
827364,BSE_FO,SENSEX
826641,BSE_FO,SENSEX
827443,BSE_FO,SENSEX
826987,BSE_FO,SENSEX
826736,BSE_FO,SENSEX
827056,BSE_FO,SENSEX
826807,BSE_FO,SENSEX
827120,BSE_FO,SENSEX
826864,BSE_FO,SENSEX
826614,BSE_FO,SENSEX
826933,BSE_FO,SENSEX
826678,BSE_FO,SENSEX
827005,BSE_FO,SENSEX
826562,BSE_FO,SENSEX
827349,BSE_FO,SENSEX
826627,BSE_FO,SENSEX
827430,BSE_FO,SENSEX
827163,BSE_FO,SENSEX
826434,BSE_FO,SENSEX
827232,BSE_FO,SENSEX
826501,BSE_FO,SENSEX
827295,BSE_FO,SENSEX
826580,BSE_FO,SENSEX
827179,BSE_FO,SENSEX
826920,BSE_FO,SENSEX
826668,BSE_FO,SENSEX
826988,BSE_FO,SENSEX
826738,BSE_FO,SENSEX
827057,BSE_FO,SENSEX
826809,BSE_FO,SENSEX
827121,BSE_FO,SENSEX
826865,BSE_FO,SENSEX
826615,BSE_FO,SENSEX
827222,BSE_FO,SENSEX
826485,BSE_FO,SENSEX
827285,BSE_FO,SENSEX
826563,BSE_FO,SENSEX
827351,BSE_FO,SENSEX
826628,BSE_FO,SENSEX
827431,BSE_FO,SENSEX
827165,BSE_FO,SENSEX
826435,BSE_FO,SENSEX
827233,BSE_FO,SENSEX
826800,BSE_FO,SENSEX
827109,BSE_FO,SENSEX
830275,BSE_FO,SENSEX
830146,BSE_FO,SENSEX
830313,BSE_FO,SENSEX
830178,BSE_FO,SENSEX
830347,BSE_FO,SENSEX
830205,BSE_FO,SENSEX
831052,BSE_FO,SENSEX
830897,BSE_FO,SENSEX
831476,BSE_FO,SENSEX
843483,BSE_FO,SENSEX
843326,BSE_FO,SENSEX
843855,BSE_FO,SENSEX
844061,BSE_FO,SENSEX
843896,BSE_FO,SENSEX
844105,BSE_FO,SENSEX
843931,BSE_FO,SENSEX
844452,BSE_FO,SENSEX
843974,BSE_FO,SENSEX
844377,BSE_FO,SENSEX
844213,BSE_FO,SENSEX
844427,BSE_FO,SENSEX
844261,BSE_FO,SENSEX
846178,BSE_FO,SENSEX
845778,BSE_FO,SENSEX
845378,BSE_FO,SENSEX
864430,BSE_FO,SENSEX
859975,BSE_FO,SENSEX
1113797,BSE_FO,SENSEX
1159412,BSE_FO,SENSEX
866783,BSE_FO,SENSEX
880553,BSE_FO,SENSEX
842881,BSE_FO,SENSEX
843137,BSE_FO,SENSEX
846314,BSE_FO,SENSEX
90271,NSE_FO,HEROMOTOCO
90272,NSE_FO,HEROMOTOCO
90273,NSE_FO,HEROMOTOCO
90274,NSE_FO,CYIENT
90275,NSE_FO,CYIENT
90276,NSE_FO,HEROMOTOCO
90277,NSE_FO,HEROMOTOCO
90278,NSE_FO,HEROMOTOCO
90279,NSE_FO,HEROMOTOCO
90280,NSE_FO,HEROMOTOCO
90281,NSE_FO,HEROMOTOCO
90282,NSE_FO,CYIENT
90283,NSE_FO,HEROMOTOCO
90284,NSE_FO,HEROMOTOCO
90285,NSE_FO,CYIENT
90286,NSE_FO,CYIENT
90287,NSE_FO,CYIENT
90288,NSE_FO,CYIENT
90289,NSE_FO,CYIENT
90290,NSE_FO,CYIENT
90291,NSE_FO,CYIENT
90292,NSE_FO,CYIENT
90293,NSE_FO,HEROMOTOCO
90294,NSE_FO,HEROMOTOCO
90295,NSE_FO,HCLTECH
90296,NSE_FO,CYIENT
90297,NSE_FO,CYIENT
90298,NSE_FO,CYIENT
90299,NSE_FO,CYIENT
90300,NSE_FO,HCLTECH
90301,NSE_FO,HCLTECH
90302,NSE_FO,HEROMOTOCO
90303,NSE_FO,HEROMOTOCO
90304,NSE_FO,HCLTECH
90305,NSE_FO,HCLTECH
90306,NSE_FO,HEROMOTOCO
90307,NSE_FO,HEROMOTOCO
90308,NSE_FO,HEROMOTOCO
90309,NSE_FO,HEROMOTOCO
90310,NSE_FO,HEROMOTOCO
90311,NSE_FO,HEROMOTOCO
90312,NSE_FO,HEROMOTOCO
90313,NSE_FO,HEROMOTOCO
90314,NSE_FO,HEROMOTOCO
90315,NSE_FO,HEROMOTOCO
90316,NSE_FO,HEROMOTOCO
90317,NSE_FO,HEROMOTOCO
90318,NSE_FO,HEROMOTOCO
90319,NSE_FO,HEROMOTOCO
90320,NSE_FO,HEROMOTOCO
90321,NSE_FO,HEROMOTOCO
90322,NSE_FO,CYIENT
90323,NSE_FO,CYIENT
90324,NSE_FO,CYIENT
90325,NSE_FO,HEROMOTOCO
90326,NSE_FO,HEROMOTOCO
90327,NSE_FO,CYIENT
